z: 0.219049990177
x: 0.00270469603129
y: 0.4752625525
z: -0.0196270849556
w: 1.0"
"2017-11-03 14:35:38:322778" "Current Word: ,\rspd=70\ there"
"2017-11-03 14:35:39:801020" "Current Word: ,\rspd=70\ ever"
"2017-11-03 14:35:39:800375" "Position: x: 0.189280048013
y: 0.0961715951562
z: 0.217769861221
x: 0.00745500950143
y: 0.479866474867
z: -0.0729377940297
w: 1.0"
"2017-11-03 14:35:41:283009" "Position: x: 0.189859479666
y: 0.0851331800222
z: 0.218396216631
x: 0.0131360646337
y: 0.473963409662
z: -0.131599456072
w: 1.0"
"2017-11-03 14:35:41:283543" "Current Word: ,\rspd=70\ was "
"2017-11-03 14:35:42:698083" "Robot State: " "Looking at The Book"
"2017-11-03 14:35:46:496908" "Robot State: " "Looking at The Book"
